clip_id,carrier,intended,text_sentiment,is_congruent,voice_id,f0_mean,f0_std,f0_range,egemaps_loudness,egemaps_hnr,egemaps_jitter,egemaps_shimmer_db,rms,speech_rate_cps
e5_ava_song_positive0_positive,I'm thrilled about the good news today.,positive,positive,True,Ava Song,274.4505149375235,95.05086396836704,359.6829150025532,0.8301044702529907,9.175045013427734,0.044224150478839874,1.1152703762054443,0.1531874686588285,18.1675255480828
e5_ava_song_positive0_neutral,I'm thrilled about the good news today.,neutral,positive,False,Ava Song,157.46935545253703,19.93065404635241,75.8137728827567,0.8990969657897949,6.985978126525879,0.02218502201139927,1.4618765115737915,0.16205445483751998,20.03403217003243
e5_ava_song_positive0_negative,I'm thrilled about the good news today.,negative,positive,False,Ava Song,140.78689056976,8.82605333350146,63.40699038931521,0.9427393078804016,7.1726250648498535,0.012409765273332596,0.7812597751617432,0.1590718296997054,20.035318670733666
e5_ava_song_positive1_positive,This turned out to be the best day of my life.,positive,positive,True,Ava Song,231.70181719305106,68.76130768501972,263.9849414952457,0.8695791959762573,6.781572341918945,0.03921627998352051,1.3692989349365234,0.11899203207011315,16.994943080795252
e5_ava_song_positive1_neutral,This turned out to be the best day of my life.,neutral,positive,False,Ava Song,147.55453285204737,23.53980355346718,153.1936460653436,1.018945336341858,6.072967529296875,0.01748807355761528,1.202262282371521,0.12648617217969102,19.60209870295896
e5_ava_song_positive1_negative,This turned out to be the best day of my life.,negative,positive,False,Ava Song,140.72256539990173,11.831231805199483,117.56065006337937,0.9820249676704407,7.596384048461914,0.012151610106229782,1.0585083961486816,0.14217350397031628,19.27357477675649
e5_ava_song_positive2_positive,I really appreciate everything you've done for me.,positive,positive,True,Ava Song,283.55711990031267,60.744074222970234,204.70100715182204,0.8641261458396912,9.412091255187988,0.020941495895385742,0.8591314554214478,0.09642716533407585,21.30662902495539
e5_ava_song_positive2_neutral,I really appreciate everything you've done for me.,neutral,positive,False,Ava Song,159.65812023990262,40.84057289686339,354.0824103271113,1.1639457941055298,8.291357040405273,0.013802874833345413,0.6246495246887207,0.16827354620407353,19.649743325227814
e5_ava_song_positive2_negative,I really appreciate everything you've done for me.,negative,positive,False,Ava Song,171.8501991664301,14.531707373826098,127.01915651677422,1.2333667278289795,9.624493598937988,0.00999059434980154,0.710656464099884,0.24029052509217075,18.47276421825571
e5_ava_song_positive3_positive,What a wonderful surprise this has been.,positive,positive,True,Ava Song,288.1236563960062,95.40929362809224,333.9131272440785,0.9719887971878052,9.038352012634277,0.0560603141784668,1.2889493703842163,0.13753462259110352,18.63335953649518
e5_ava_song_positive3_neutral,What a wonderful surprise this has been.,neutral,positive,False,Ava Song,153.6163334476376,20.428992399268868,102.98672508590698,0.7939566373825073,6.776293754577637,0.016323663294315338,1.0265778303146362,0.11442513636805636,18.987154003619427
e5_ava_song_positive3_negative,What a wonderful surprise this has been.,negative,positive,False,Ava Song,141.5313306439476,6.590407139349335,54.74680784305464,1.1632776260375977,7.683737277984619,0.00949199590831995,0.798078179359436,0.1868271781172987,17.045303219964314
e5_ava_song_positive4_positive,I'm so proud of how this all turned out.,positive,positive,True,Ava Song,258.92334074435695,98.87261179952955,350.4553503328822,1.0518633127212524,7.1938886642456055,0.050278954207897186,1.0818591117858887,0.16553768329289373,13.761369256240997
e5_ava_song_positive4_neutral,I'm so proud of how this all turned out.,neutral,positive,False,Ava Song,154.99440229876524,21.2748748280438,137.5540790720077,1.0157607793807983,6.276008605957031,0.01895057037472725,1.0669810771942139,0.11686637809607257,18.987154003619427
e5_ava_song_positive4_negative,I'm so proud of how this all turned out.,negative,positive,False,Ava Song,143.44276050850743,10.039139792733897,66.84216255124872,1.2013438940048218,6.911745548248291,0.013919563964009285,0.9181102514266968,0.1650074994228641,17.963903780840372
e5_ava_song_neutral0_positive,The meeting is scheduled for three o'clock.,positive,neutral,False,Ava Song,263.2016116051068,94.41639148844764,365.08906092937394,1.0103389024734497,8.072588920593262,0.042505960911512375,0.9561138153076172,0.1840274713822457,20.030861501732318
e5_ava_song_neutral0_neutral,The meeting is scheduled for three o'clock.,neutral,neutral,True,Ava Song,164.76465598138512,22.29443291607226,78.36276857764369,1.0305662155151367,7.640772819519043,0.01647813245654106,0.9873623251914978,0.16853268915128028,19.66444679452368
e5_ava_song_neutral0_negative,The meeting is scheduled for three o'clock.,negative,neutral,False,Ava Song,139.11118209356385,13.90757409816774,58.74752192208096,0.9821887016296387,7.882975101470947,0.02175089530646801,0.6366510987281799,0.18244499904018355,18.01660250870715
e5_ava_song_neutral1_positive,I need to pick up groceries later today.,positive,neutral,False,Ava Song,300.5161703756726,117.14917653731759,341.01461742832646,1.213183045387268,7.708006858825684,0.03530816361308098,1.3154618740081787,0.14860279652806746,18.292508646068537
e5_ava_song_neutral1_neutral,I need to pick up groceries later today.,neutral,neutral,True,Ava Song,159.9750753538776,18.71238051075635,81.96536863792542,0.9441552758216858,6.760654926300049,0.01511426456272602,1.3550810813903809,0.13817335950427667,20.549044790496065
e5_ava_song_neutral1_negative,I need to pick up groceries later today.,negative,neutral,False,Ava Song,141.35321274993206,9.640720359429896,63.48284598072999,1.1513177156448364,7.8006157875061035,0.00988947506994009,0.8476067185401917,0.18167342827162083,17.045303219964314
e5_ava_song_neutral2_positive,The report is due next Tuesday afternoon.,positive,neutral,False,Ava Song,276.2927082403168,100.04706988333619,354.8135328377532,1.0399492979049683,10.101481437683105,0.02070765011012554,0.9392156600952148,0.16717801238414143,15.147666658969682
e5_ava_song_neutral2_neutral,The report is due next Tuesday afternoon.,neutral,neutral,True,Ava Song,152.45430424137462,11.440348761659935,63.9738166318655,0.9681634306907654,8.251105308532715,0.011101121082901955,0.7582599520683289,0.1544127574169686,18.413001375361382
e5_ava_song_neutral2_negative,The report is due next Tuesday afternoon.,negative,neutral,False,Ava Song,145.70946367919723,8.48796737033232,65.95154608972436,0.9112802147865295,8.247481346130371,0.009867657907307148,0.6450313925743103,0.16358543693555413,13.913928775956053
e5_ava_song_neutral3_positive,Please turn off the lights when you leave.,positive,neutral,False,Ava Song,256.2155456519441,81.64538572732819,283.2610672901513,1.0210480690002441,10.864583015441895,0.01330581121146679,0.8154750466346741,0.1577049776590725,25.81934145310639
e5_ava_song_neutral3_neutral,Please turn off the lights when you leave.,neutral,neutral,True,Ava Song,146.01590606991007,8.856647094794752,49.75293900576523,0.9186830520629883,8.12020206451416,0.00900715496391058,0.5839501619338989,0.13890306525639137,22.499748886731176
e5_ava_song_neutral3_negative,Please turn off the lights when you leave.,negative,neutral,False,Ava Song,153.58927519632212,10.636486595700418,70.63419187562127,1.0979794263839722,9.015864372253418,0.007938439026474953,0.5558182001113892,0.17098813260346674,19.56502751331994
e5_ava_song_neutral4_positive,The train departs from platform four.,positive,neutral,False,Ava Song,241.48159985968354,107.2229205125523,424.024332947917,0.8618246912956238,7.20041561126709,0.01707887277007103,1.0727624893188477,0.11876726136550572,16.920570497613397
e5_ava_song_neutral4_neutral,The train departs from platform four.,neutral,neutral,True,Ava Song,153.44130531738065,15.717821622016457,74.78629756671495,0.9036070108413696,6.205083847045898,0.013935551978647709,1.1122283935546875,0.1267916952489096,17.23585757125804
e5_ava_song_neutral4_negative,The train departs from platform four.,negative,neutral,False,Ava Song,151.61365361644704,22.533695946617218,113.71993829055855,0.9020207524299622,7.725600242614746,0.012745818123221397,1.106675624847412,0.1260701460078431,16.920570497613397
e5_ava_song_negative0_positive,"This is terrible, I can't believe it happened.",positive,negative,False,Ava Song,322.5455620135111,105.69971481399887,416.0609288980451,0.9433522820472717,8.926544189453125,0.031315580010414124,1.3145437240600586,0.132115892758695,19.94201641964939
e5_ava_song_negative0_neutral,"This is terrible, I can't believe it happened.",neutral,negative,False,Ava Song,145.48834469244503,15.329459354470503,89.20522469000191,0.8038794994354248,6.508251190185547,0.01522905845195055,1.0424864292144775,0.11724669594051393,18.35091131223976
e5_ava_song_negative0_negative,"This is terrible, I can't believe it happened.",negative,negative,True,Ava Song,148.3791726498964,12.186176234022273,66.5375214947956,0.8376775979995728,6.471289157867432,0.022414211183786392,1.2352523803710938,0.11732130968888861,16.04639501166416
e5_ava_song_negative1_positive,I'm so disappointed in how this went.,positive,negative,False,Ava Song,206.4757804596358,68.19288082274589,361.12509443657893,0.9457346796989441,7.636051177978516,0.02643306739628315,1.284390926361084,0.1262330449269071,17.23585757125804
e5_ava_song_negative1_neutral,I'm so disappointed in how this went.,neutral,negative,False,Ava Song,155.2204152833367,45.93075390110336,422.56129890336234,0.8875976204872131,6.027329921722412,0.022075258195400238,1.2026886940002441,0.12598849636912107,15.50265797260848
e5_ava_song_negative1_negative,I'm so disappointed in how this went.,negative,negative,True,Ava Song,145.91778487414757,13.386338126860513,79.84528031760925,0.8550172448158264,7.317412853240967,0.01724131591618061,1.1158738136291504,0.12545194112579885,15.76690547846699
e5_ava_song_negative2_positive,Everything about this situation is awful.,positive,negative,False,Ava Song,244.49786523613125,83.89522077957066,378.59209862718535,1.0263301134109497,7.827645301818848,0.033827703446149826,1.6322667598724365,0.17849331703848847,18.413001375361382
e5_ava_song_negative2_neutral,Everything about this situation is awful.,neutral,negative,False,Ava Song,148.07626456275062,13.01437169316394,77.80836584960514,1.0544452667236328,7.101311683654785,0.012216459028422832,0.8946085572242737,0.1597930655711529,18.413001375361382
e5_ava_song_negative2_negative,Everything about this situation is awful.,negative,negative,True,Ava Song,154.7580511247126,11.589574187431,60.00282965749375,0.8827364444732666,7.09560489654541,0.015301857143640518,0.9196270704269409,0.12088077686787126,16.35624703917022
e5_ava_song_negative3_positive,I hate how things turned out this time.,positive,negative,False,Ava Song,236.9057075593305,86.71516129333114,346.11494534206474,0.7028299570083618,7.482457637786865,0.05557441711425781,1.3435454368591309,0.08873934043685755,18.870777512323464
e5_ava_song_negative3_neutral,I hate how things turned out this time.,neutral,negative,False,Ava Song,150.5035667704895,35.58139829147345,288.6544983234218,1.0011004209518433,7.27562141418457,0.015491912141442299,0.8457898497581482,0.1387100496861251,17.835195929916825
e5_ava_song_negative3_negative,I hate how things turned out this time.,negative,negative,True,Ava Song,144.42575404991584,12.128603363419266,71.1532997199325,1.1772499084472656,7.312221050262451,0.016635598614811897,0.9287136197090149,0.1791164640801976,17.835195929916825
e5_ava_song_negative4_positive,This has been a complete disaster for us.,positive,negative,False,Ava Song,236.78343685251772,74.82579132408794,234.99351386499558,0.6948061585426331,7.885193824768066,0.021938834339380264,1.1140565872192383,0.10463483210629448,16.099344737035857
e5_ava_song_negative4_neutral,This has been a complete disaster for us.,neutral,negative,False,Ava Song,148.07163690648918,20.054924695677805,112.60788305035679,0.8148865103721619,6.3223395347595215,0.021265489980578423,1.2958154678344727,0.10044965945482467,18.088069043483056
e5_ava_song_negative4_negative,This has been a complete disaster for us.,negative,negative,True,Ava Song,145.1702535947311,16.96183874719753,99.22936489308537,1.0582771301269531,7.10432767868042,0.023315908387303352,1.1286007165908813,0.16047343091497343,16.366448780000997
e5_colton_rivers_positive0_positive,I'm thrilled about the good news today.,positive,positive,True,Colton Rivers,136.95961233819668,73.53397052671833,225.48620819394972,0.797623872756958,4.575289726257324,0.04780040681362152,1.4205424785614014,0.16007350300561476,15.31401084742435
e5_colton_rivers_positive0_neutral,I'm thrilled about the good news today.,neutral,positive,False,Colton Rivers,98.0621580423106,11.518183284539218,45.49676228100947,0.765934944152832,4.818833351135254,0.02225503697991371,1.181175708770752,0.15331461045540742,18.51247515352894
e5_colton_rivers_positive0_negative,I'm thrilled about the good news today.,negative,positive,False,Colton Rivers,83.17909394986845,15.769326873696745,75.20240271042879,0.6616684794425964,2.8041563034057617,0.020289121195673943,1.254181146621704,0.13364292230306132,19.243223239892682
e5_colton_rivers_positive1_positive,This turned out to be the best day of my life.,positive,positive,True,Colton Rivers,120.37757735105328,30.38377317819388,91.69551030734898,0.9747796058654785,5.585113048553467,0.026008237153291702,1.1471830606460571,0.1806623411620176,18.955881216679117
e5_colton_rivers_positive1_neutral,This turned out to be the best day of my life.,neutral,positive,False,Colton Rivers,89.75225776154412,14.64841718429371,73.87425851008425,0.802744448184967,3.3205208778381348,0.022561967372894287,1.2396677732467651,0.1319031063766779,18.64849114450047
e5_colton_rivers_positive1_negative,This turned out to be the best day of my life.,negative,positive,False,Colton Rivers,83.94735710502079,14.157708845130497,88.97313446212397,0.8792108297348022,2.625047445297241,0.025110667571425438,1.499675989151001,0.13730740632198438,17.25026953546149
e5_colton_rivers_positive2_positive,I really appreciate everything you've done for me.,positive,positive,True,Colton Rivers,151.65493335074743,59.85516503391258,218.15957414146263,0.6825369596481323,5.290028095245361,0.035676874220371246,1.0399460792541504,0.13311247569312837,17.443635253586848
e5_colton_rivers_positive2_neutral,I really appreciate everything you've done for me.,neutral,positive,False,Colton Rivers,93.66733345771009,13.560419156609466,72.5238588783307,0.8744722604751587,4.55471134185791,0.015504175797104836,0.9043207764625549,0.1545941780742617,21.67610480396673
e5_colton_rivers_positive2_negative,I really appreciate everything you've done for me.,negative,positive,False,Colton Rivers,77.82656030852164,3.03917449636722,15.981369886410448,0.9349223971366882,2.7449400424957275,0.019606173038482666,0.9576966166496277,0.14605338466870157,19.03538201632284
e5_colton_rivers_positive3_positive,What a wonderful surprise this has been.,positive,positive,True,Colton Rivers,138.6028671579078,64.11653308845018,191.84205343652334,0.7690773606300354,4.737445831298828,0.024970700964331627,1.2589608430862427,0.14372711162588822,15.463792978471501
e5_colton_rivers_positive3_neutral,What a wonderful surprise this has been.,neutral,positive,False,Colton Rivers,97.91796242550393,19.171362812704718,71.52099594392944,0.7025987505912781,2.9144339561462402,0.022162290289998055,0.7447453737258911,0.11365272524141759,18.63335953649518
e5_colton_rivers_positive3_negative,What a wonderful surprise this has been.,negative,positive,False,Colton Rivers,88.61273966807116,7.692428918012546,30.618592416729825,0.7530924081802368,3.4890055656433105,0.028014294803142548,1.3123810291290283,0.12180670728631118,17.045303219964314
e5_colton_rivers_positive4_positive,I'm so proud of how this all turned out.,positive,positive,True,Colton Rivers,194.9827522545312,50.15055300683453,209.42917895480537,1.1709439754486084,7.6161909103393555,0.024960622191429138,0.845954954624176,0.16064905283342543,13.761369256240997
e5_colton_rivers_positive4_neutral,I'm so proud of how this all turned out.,neutral,positive,False,Colton Rivers,90.49094648523801,14.443612153924214,41.73865777294256,0.6357035636901855,2.0666656494140625,0.025124354287981987,1.3046154975891113,0.0923342422965552,14.778211374604567
e5_colton_rivers_positive4_negative,I'm so proud of how this all turned out.,negative,positive,False,Colton Rivers,85.4460325913708,10.060896951687326,48.00126667150306,0.7720588445663452,1.7814706563949585,0.03267399221658707,1.287758231163025,0.10439861194142427,13.953386966664487
